11636,1972,606,7596,3553
10693,758,2036,7428,1472
610,11329,12315,9483,2936
610,11329,12315,9483,2936
1757,4153,3294,12097,6010
7526,4894,7752,1978,10976
7526,4894,7752,1978,10976
2878,3678,6492,11246,1623
7526,1978,7752,10520,10976
929,12391,10151,911,1750
10860,970,1331,9801,13920
13224,4279,162,1898,1001
5162,10561,12324,5046,1587
3367,13644,610,5614,2936
7526,1978,7752,10520,10976
4066,6847,4365,400,9320
528,8630,12547,13965,10223
1185,1629,6060,6374,14291
1185,1629,6060,6374,14291
7526,7752,10976,1978,4894
3861,6792,9414,4635,456
8888,2878,4802,1502,7310
13076,5814,2356,6780,11431
14383,1469,286,13587,4537
6379,6922,8528,13598,10558
9398,8964,9768,14114,13207
1309,8181,13634,2024,13647
5165,3782,9518,4605,6469
4539,7834,7786,13660,6159
9285,3960,12064,3217,12355
9285,3960,12064,3217,12355
9285,3960,12064,3217,12355
3277,5617,6299,12324,12473
6524,9072,532,2607,518
9708,12601,13909,8669,5184
13151,8880,4009,12716,1899
13909,9708,8669,12601,9686
10223,2342,12547,8630,7670
2677,8513,12586,11429,9004
12315,5835,610,8592,14171
12315,5835,610,8592,14171
2024,8181,1309,506,13634
6084,7911,13598,1625,5692
7526,1978,7752,4894,10976
528,7731,5408,13684,12538
3871,4966,9354,13844,3166
6060,1185,1629,9615,14291
10046,4603,10637,3624,153
7685,10475,12405,12428,6233
10976,4696,14375,7752,4894
8181,1309,2024,506,13634
11101,7494,5123,488,6176
7526,4894,10520,7752,1266
10863,3886,1989,7285,10628
3472,11101,13011,7494,6176
1260,1003,10948,6056,2401
13938,9760,13078,12942,7960
7526,4894,7752,1978,10520
6084,7911,13598,5692,4237
3003,11399,5617,8665,13870
1981,1447,13504,12459,12016
4482,22,5655,9324,11471
7514,5479,11415,9921,1487
4898,3678,4405,5501,4802
8175,7439,1081,3068,4363
7526,1978,7752,10976,102
5592,9448,3472,2459,5959
11166,6815,9653,8526,8621
8181,1309,2024,13634,506
4565,3082,13175,13498,5308
9072,2607,6524,518,532
528,5408,12538,7731,10575
3472,7494,13011,11101,7575
7526,7752,1978,10976,102
9324,4482,22,11471,5655
9653,6176,9812,11101,11166
8129,14458,11899,5492,10900
8129,14458,11899,5492,10900
1978,7752,10976,7526,102
9933,4436,10776,3463,389
528,5408,12538,7731,13684
12324,5046,1502,5819,10126
1186,13570,5388,3665,2834
9686,8669,1230,13909,3795
2936,2302,3836,1247,11401
12097,4981,2955,4663,3294
2029,9397,5426,997,1775
3082,13175,5308,4565,13498
3861,6792,9414,4635,690
9845,3495,1557,3499,13116
7526,7752,1978,10976,102
1309,8181,13634,2024,8957
7526,10520,1092,7752,4894
65,2447,5406,13667,14375
65,2447,5406,13667,14375
7526,88,4500,1092,10520
6084,7911,13598,6922,6379
8800,2587,3516,1509,3772
5957,11218,4676,11805,3739
13815,12790,11216,5077,5564
920,2109,12109,2038,11722
9801,10860,3062,970,11080
6296,2323,7737,14171,6302
8669,12601,9686,9708,13909
10863,3886,1989,7285,286
3472,2459,5959,3819,3099
2607,7430,9072,532,6524
7526,7752,1978,10976,102
11194,6789,5530,13366,4824
9299,2444,1240,13879,4160
7201,12265,7834,11170,1421
10776,9933,4436,12743,11252
8848,9651,6992,14341,6638
9072,2607,7430,532,6524
3082,5308,13175,13498,2415
3629,9583,1699,4305,1775
3067,12246,14160,5306,11081
14383,3886,286,1566,5935
3082,13175,5308,4565,13498
11898,9530,456,14482,7488
1309,13634,8181,2024,8957
7834,6159,2561,1421,12397
7834,6159,2561,1421,12397
9686,1230,8669,12804,6884
2858,7834,9384,6159,12397
5162,7834,7786,2774,13771
7526,4894,7752,10520,1978
3082,5308,13175,13498,8851
4929,11420,11446,518,532
10976,7752,4894,1978,11361
5165,3782,9518,4605,6469
12317,6060,1185,2143,5279
8669,12804,9686,1230,13909
7526,10520,1978,1266,7752
7526,7752,12474,1978,9929
12625,9576,6206,2586,10858
5165,9518,3782,4605,6469
1230,9686,3795,8669,6884
7526,10520,4894,7752,1978
6084,7911,13598,10081,4522
1230,8669,9686,3795,3403
7526,1978,7752,10976,102
2887,13462,5303,10604,13484
9072,532,2607,518,6524
6884,9686,1230,2908,3795
3658,4121,8929,8249,12106
6084,7911,1309,13634,8181
5046,12324,8831,11648,2410
9978,7569,5692,1625,4374
5165,9518,3782,4605,6469
3082,13175,5308,13498,2415
12324,13771,5617,5162,11566
5165,3782,9518,4605,6469
2736,5594,11246,7834,6159
3871,9354,4966,8411,3166
13536,10718,12489,11083,12007
7526,4894,7752,1978,10520
7526,10520,1266,7752,1978
4150,13456,9812,12400,49
5959,2459,9657,3155,13651
12693,7141,3695,3954,8738
10976,4696,739,11361,1978
2032,10683,12140,7531,13529
13981,7247,14445,2732,4038
1340,12693,8594,3867,7767
8181,2024,4374,1309,13634
1309,8181,2024,13634,506
88,1794,12252,2771,4500
9199,10785,9363,11803,11955
4894,7526,7752,10976,1092
736,4390,99,10265,9837
7526,10520,1092,7752,10532
528,5408,12538,7731,13684
7526,4894,7752,1978,10976
603,2858,7834,5504,9174
3472,7494,11101,13011,488
7685,7590,10475,5346,5613
6084,7911,3776,13599,6379
2024,8181,506,1309,13634
7526,1978,7752,10976,4894
9155,8181,4374,506,2024
13366,5530,6789,2482,11194
7526,7752,1978,10976,1092
13208,8937,8172,13303,2195
12790,13923,11793,11216,7892
5165,9518,4605,3782,5974
12547,2342,10223,8630,7670
1246,8621,8523,4690,1977
14169,738,11242,10969,12602
3082,13175,5308,4565,2415
5957,11218,4676,11805,3739
12601,9686,12804,13909,9708
3871,9354,3166,4966,13402
3871,9354,3166,13402,4966
13088,3822,4140,627,10916
6084,7911,13598,5692,1625
8669,9708,12601,13909,9686
6084,7911,5692,1309,506
5156,5819,4893,9772,13901
5530,13366,6789,4824,11194
9631,9056,3274,14094,8871
3871,9354,4966,13844,3166
9263,11431,13010,6780,5814
1421,7834,6159,426,2548
9324,4482,22,11471,5655
12549,7200,1143,4987,13271
11683,2008,12641,7401,12806
7526,4894,7752,10976,1978
3482,5784,3404,6746,4175
10167,4950,126,2002,10558
13456,12400,12430,49,6650
10718,12007,14224,12489,11083
10558,10167,4950,126,9091
12942,9760,13078,13938,7960
7526,10520,1978,7752,4894
4390,736,99,10265,9837
7752,4894,10976,1978,7526
11146,6163,11948,469,1502
9801,7685,13040,10771,3991
13517,9367,3524,2993,12287
7526,4894,1978,7752,10976
3871,9354,3166,4966,13402
13651,3155,3472,5959,5123
9072,2607,532,6524,4929
3082,5308,13175,13498,2415
528,5408,7731,12538,9324
7526,4894,7752,10976,1978
9686,1230,8669,12601,13909
11101,9812,488,5123,8766
4697,9993,9576,1496,10611
4697,9993,9576,1496,10611
528,6108,12538,5408,13684
1618,5469,10067,8108,10235
1309,8181,13634,2024,7878
7526,7752,1978,10976,1092
1230,8669,9686,3795,12601
11663,7834,5162,5102,6159
7685,10475,11612,5346,13040
1509,2587,3516,8916,3772
10295,1496,9130,11555,1908
1325,2731,5564,5676,10971
3482,8486,4700,2068,4388
7752,10976,1978,4894,102
7752,10976,1978,4894,102
5564,2021,13389,5835,3935
6379,6922,8528,13598,6084
5162,12324,5046,5148,636
3082,13175,5308,13498,8851
4626,13641,5619,7503,2804
7526,4894,7752,1978,10976
7526,4894,1978,7752,10520
7526,1978,4894,7752,10976
8669,13909,12601,9686,9708
5957,11218,4676,11805,3739
8442,540,13456,11694,12400
1309,2024,8181,506,13634
528,13224,1898,4279,162
13981,5617,11566,9271,3277
7526,7752,1978,10976,10520
1502,11146,4405,11948,9429
13857,12362,376,8379,9067
13857,12362,376,9067,3841
3472,7494,11101,3819,13011
7752,10976,1978,9929,11361
7752,10976,1978,9929,11361
3972,3277,1470,5162,10561
8800,2587,1509,3516,3772
7752,1978,7526,10976,102
8800,2038,2587,920,2109
5957,11218,4676,11805,3739
3404,3482,5799,5608,4175
4436,9933,10776,3420,8348
14383,286,1566,4537,1469
3705,12836,4204,14341,9651
8800,1509,3772,2587,3516
8848,9651,3705,14341,6992
528,5408,7731,12538,13224
9397,2029,5426,997,1775
5165,3782,4605,9518,6469
7834,5504,6159,1421,2561
9199,11803,9363,2551,11955
6008,6044,1014,7697,8600
6008,6044,1014,7697,8600
6008,6044,1014,7697,8600
8800,2038,3516,2587,12682
6379,6922,13598,6084,7911
7526,4894,7752,1978,10976
7526,10520,1266,4894,7752
5165,3782,4605,9518,6469
5957,11218,4676,11805,3739
6159,12397,13181,13660,13124
1713,12123,4889,1575,8432
7526,4894,1978,10976,7752
9072,6524,2607,518,532
5957,11218,4676,11805,3739
3082,5308,13175,13498,2415
2607,4929,7430,9072,532
736,4390,99,13973,3645
8800,3516,2587,1509,3772
10126,11948,1348,14239,3800
7752,7526,10976,1978,4894
7685,12405,10475,2518,1571
7204,8133,325,2456,385
7494,7575,13011,11101,3472
7526,7752,1978,10976,4894
7864,2243,2068,3366,8624
6379,6922,13598,8528,6084
5165,9518,4605,3782,5974
13658,8360,4633,7833,599
7526,7752,1978,10976,4894
2887,3496,2085,3491,11596
528,7731,12007,12489,5408
1260,1003,3286,8249,12106
12099,12511,3663,7970,8165
7526,10520,7752,1978,10976
1260,1003,3286,8249,13526
1230,9686,3795,8669,6731
7526,4894,7752,1978,10976
11948,12216,9429,7540,4163
11399,4038,13981,14445,12799
7685,9934,2518,1571,200
7685,9934,2518,1571,200
8966,96,8407,3450,10276
12641,12806,2008,11683,13742
6084,7911,5692,1309,4237
6516,13507,5973,9184,7992
4472,2465,8000,10382,6633
5564,3935,2021,9348,5077
5564,3935,2021,9348,5077
7526,7752,1978,10976,4894
65,10206,2447,5406,3588
65,10206,2447,5406,3588
1309,7878,8181,13634,2024
1007,14353,11848,8103,6418
8181,1309,13634,13647,2024
3776,585,13048,12233,1699
12678,10073,6352,6883,12442
7569,5692,4522,12416,9978
3472,7494,11101,13011,7575
3695,12693,3416,3954,7141
7526,1794,4500,88,7752
3695,3416,3954,4412,12328
10884,4317,8757,12362,6032
3404,3482,5799,5608,4175
6379,6922,8528,13598,6084
5165,3782,9518,4605,6469
3068,8175,7439,1081,4363
9127,13542,8108,7077,635
287,717,2356,2282,12878
1502,2858,11146,5504,6159
5981,11246,5490,2878,4539
5835,12315,610,3072,10250
4176,534,8061,8738,14305
3082,13175,5308,13498,2415
7397,5288,5564,10971,5806
3472,7494,11101,13011,7575
5957,11218,4676,11805,3739
9324,4482,22,11471,5655
1309,2024,8181,13634,506
7569,4522,12416,5692,9978
8175,7439,1081,3068,4363
10520,1978,102,3168,12474
9686,1230,8669,12601,13909
5619,8140,7503,10406,13641
5619,8140,7503,10406,13641
7526,7752,4894,10976,1978
7898,4539,13660,6159,8943
7898,4539,13660,6159,8943
8101,11959,7601,7202,7406
528,12489,12007,11083,14224
9155,4374,9921,1625,9978
6084,7911,13598,10081,4522
3001,3155,6846,8396,9812
1309,2024,8181,506,9155
5026,905,5924,4520,10183
13462,2887,5303,10604,13484
4649,2205,11109,5378,4520
12481,4363,8175,1081,7439
13109,6106,1198,4418,7516
5162,7834,5490,5504,9174
1047,3954,4176,3416,1718
2908,4594,5084,9686,1230
7786,7834,14243,13660,5162
7569,5692,12416,4522,9978
9912,13981,5617,12324,3277
12641,7401,2008,11683,5047
4090,4850,7007,2209,2096
8579,5186,9764,375,3948
10718,12489,12007,14224,11083
7526,7752,10520,4894,1978
3871,9354,4966,3166,13402
22,4482,9324,5655,11471
5165,3782,9518,4605,5974
7752,10976,1978,1266,10520
3795,1230,9686,8669,6731
11337,3482,4700,4175,8486
7685,10475,12405,2518,1571
7526,4894,7752,1978,10976
6379,6922,13598,6084,8528
12758,3588,7212,4880,1159
5406,8271,10206,978,3168
1133,9713,4831,6752,6756
2410,8831,5046,12324,11648
9354,3871,8411,7806,4966
3871,9354,8411,4966,3166
1309,8181,2024,13634,506
3795,1230,9686,6731,200
7151,610,8324,11329,6234
4500,2771,1266,88,12252
49,6650,12430,9812,11186
162,13224,1898,4279,1001
9686,1230,8669,12601,9708
13076,5814,12168,12085,1613
9155,4374,1309,8181,2024
5162,9174,5504,5490,2774
3472,2459,7494,3819,3099
14002,1144,12485,7148,5140
13644,2936,610,11329,2302
7526,10520,1092,7752,1978
6379,6922,8528,13598,1007
9072,532,6524,2607,518
3587,5477,2371,6216,10152
6084,7911,8181,13647,1309
833,2250,3496,5137,2887
7526,4894,7752,10976,1978
7569,4522,12416,5692,9978
3516,8916,10232,1115,10482
12641,2008,7401,12806,11683
9364,8032,5209,1343,11126
9812,13456,4150,12400,49
7973,1981,1168,13832,889
5959,2459,3001,3155,9657
13517,9367,3524,12287,2993
14291,7275,2143,6060,1629
14291,7275,2143,6060,1629
14291,7275,2143,6060,1629
14291,7275,2143,6060,1629
14291,7275,2143,6060,1629
13909,9708,8669,3403,12601
7526,7752,1978,10976,102
2819,10901,12405,470,5252
5530,13366,11194,6789,4824
6060,1185,10203,9945,2167
7526,7752,10520,1978,10976
7526,7752,10520,1978,10976
14024,8161,2826,12789,9088
2736,8943,5594,11246,947
12799,11399,4038,10160,14
10520,1266,7526,1092,7752
5294,11169,8493,5319,7544
6379,6922,8528,13598,1007
3277,6299,3972,5617,9912
3082,5308,13498,13175,2415
12315,5835,610,9483,8592
12315,5835,610,9483,8592
12315,5835,610,9483,8592
9912,3277,12962,5617,6015
6084,7911,13598,10081,4522
12511,12099,3663,7970,173
1759,13641,9343,2804,12160
7526,7752,10976,1978,4894
4845,2798,8116,11844,12478
3472,5592,2459,9448,5959
8181,2024,506,1309,13634
6084,7911,3776,13598,585
5692,1309,7569,9978,4522
2607,4929,6524,7430,518
3871,9354,3166,4966,13402
13909,9708,8669,12601,12804
7526,7752,1978,10976,102
10558,10167,13017,9091,5331
3082,13175,5308,8851,13498
6731,3403,3795,8669,1230
5165,4605,3782,9518,6469
3482,2068,8486,4700,681
6084,7911,5692,4237,7569
13651,3155,11609,7593,5959
5604,7326,11126,5008,12772
9072,2607,6524,532,7430
3013,717,13462,7181,10073
948,12315,11041,8592,2266
528,8630,12547,6108,13965
7526,4894,7752,1978,10976
5502,4272,12299,6122,13128
11636,1972,7596,606,6752
13598,807,6922,6379,7911
3871,4966,13844,9354,3166
6060,14291,1185,1629,6374
6379,6922,13598,8528,807
7685,11612,10475,13040,5346
12942,9760,13078,13938,10518
8800,2587,1509,3516,10583
8181,1309,2024,13634,506
2024,8181,506,1309,13634
9155,4374,14388,506,8181
7526,4894,1978,7752,10976
12641,7401,11683,2008,5047
7569,4522,5692,12416,9978
3871,4966,13844,9354,3166
14291,6060,1629,1185,10203
8500,8133,7204,2456,13708
7526,1978,7752,10520,10976
7852,8356,11615,5569,1830
5165,9518,3782,4605,6469
5123,11668,6176,6702,11166
9993,7830,3695,12693,2058
9993,7830,3695,12693,2058
13078,12942,9760,13938,7960
7526,10520,1266,4894,1092
3277,9912,8910,13770,12962
5618,9072,518,6524,12717
12324,6299,10561,5162,5387
12324,13770,9912,2410,3962
2607,6524,9072,532,518
5165,3782,9518,4605,6469
7526,4894,1978,7752,10976
5835,11216,12315,3072,13389
2994,3168,5406,91,4696
7526,4894,1978,7752,10976
9518,3782,5165,4605,6469
2607,532,9072,6524,7430
16,756,13211,2449,9634
1230,9686,3795,8669,12601
2587,8800,2038,10583,8868
1571,1430,200,9934,4271
1571,1430,200,9934,4271
1571,1430,200,9934,4271
1571,1430,200,9934,4271
7204,8500,8133,2456,13708
7584,6992,8284,6638,4782
5959,2459,3155,3001,69
11194,3279,5530,2482,6789
10686,8246,6374,7645,6060
2024,13634,8181,506,1309
12693,3695,12335,4012,6883
1047,1718,3695,3416,8061
2607,6524,518,11420,4929
7526,1978,7752,10976,102
11399,5617,14,13870,5387
1421,12397,6159,9060,2548
3871,9354,3166,13402,4966
5162,11663,11170,7834,1502
5162,11663,11170,7834,1502
1309,8181,2024,13634,506
9090,3962,11146,7247,636
1309,13634,2024,8181,8957
7526,7814,7752,10520,4894
3277,12962,9912,5617,6299
7526,7752,7814,4894,10976
1309,8181,13634,2024,8957
6060,1185,6374,10203,9945
1309,8181,2024,13634,506
5008,9993,5209,8121,12027
6084,7911,6379,6922,5692
5492,14458,7761,10900,3548
3082,5308,13175,4565,8851
547,11170,11663,5102,6784
10976,4696,739,3168,11361
8579,871,9764,5186,375
12942,13078,9760,13938,7960
12641,7401,2008,11683,12806
3472,2459,5959,3001,3099
12315,3072,1596,10250,9483
7526,4894,1978,7752,10976
5835,13389,11216,3072,12315
13634,1309,8181,7878,2024
5530,13366,6789,4824,11194
6884,9686,1230,2908,3795
1340,12693,8594,3695,12027
8668,9624,3165,9774,3685
5135,1594,319,4470,5276
3782,5165,9518,4605,6469
7834,5504,6159,1421,11170
7526,4894,7752,1978,10976
11170,11146,13652,7201,547
9155,4374,7878,8181,1309
12324,1348,11663,467,10994
9921,9155,1487,4374,10138
10703,4929,2309,2607,11420
5957,11218,4676,11805,3739
11264,7882,5442,10452,3001
13909,12601,9708,8669,12804
3082,13175,5308,4565,2415
5592,3472,9448,3819,2459
5165,9518,3782,4605,5974
5617,11399,14,10511,6642
6379,6922,13598,1007,8528
5162,603,7834,9174,12324
6108,528,8700,13255,1102
6084,7911,13598,10081,4522
5165,3782,4605,9518,6469
3152,4059,3580,2401,8509
8101,8304,11959,13912,7202
9155,8181,2024,13634,4374
9686,3795,200,12601,12804
6084,7911,13598,6379,6922
2607,532,9072,7430,4929
